            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            0.948400            17.396600          1.03000e-04          1.72521e-03
            0.973400            17.249400          2.33000e-04          3.96960e-03
            0.998400            17.082200          1.56000e-04          2.70999e-03
            1.007800            17.058900          4.00000e-05          6.96800e-04
            1.017200            17.032800          1.78000e-04          3.11010e-03
            1.026600            17.003900          3.87000e-04          6.78490e-03
            1.036000            16.972000          1.33000e-04          2.34060e-03
            1.045400            16.937200          8.80000e-05          1.55500e-03
            1.054800            16.899500          2.43000e-04          4.31310e-03
            1.064300            16.858800          2.16000e-04          3.85240e-03
            1.073700            16.815300          1.29000e-04          2.31260e-03
            1.083100            16.768900          2.09000e-04          3.76760e-03
            1.092500            16.719700          1.33000e-04          2.41171e-03
            1.101900            16.667800          1.25000e-04          2.28080e-03
            1.111300            16.613100          1.94000e-04          3.56310e-03
            1.120700            16.555900          2.47000e-04          4.56793e-03
            1.130200            16.496200          2.41000e-04          4.48932e-03
            1.139600            16.434200          2.58000e-04          4.84230e-03
            1.149000            16.369900          2.72000e-04          5.14524e-03
            1.158400            16.303400          2.39000e-04          4.55800e-03
            1.167800            16.235100          2.57000e-04          4.94260e-03
            1.177200            16.164900          2.37000e-04          4.59770e-03
            1.186600            16.093100          2.75000e-04          5.38246e-03
            1.196000            16.020000          2.10000e-04          4.14785e-03
            1.205500            15.945700          2.72000e-04          5.42265e-03
            1.214900            15.870800          2.68000e-04          5.39350e-03
            1.224300            15.795700          3.61000e-04          7.33430e-03
            1.233700            15.721000          1.51000e-04          3.09701e-03
            1.243100            15.648100          6.10000e-05          1.26278e-03
            1.252500            15.579000          1.06000e-04          2.21393e-03
            1.261900            15.517800          7.10000e-05          1.49460e-03
            1.271400            15.472500          3.20000e-05          6.77600e-04
            1.280800            15.455000          2.90000e-05          6.15500e-04
            1.287800            15.465000          8.30000e-05          1.75915e-03
            1.294900            15.492500          8.90000e-05          1.87968e-03
            1.302000            15.532000          8.10000e-05          1.70200e-03
