  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    2.6185     6.6465      4.9000e-04           2.1002e-01      5.6226e-02
    2.6320     6.4457      3.2700e-04           2.0623e-01      3.9897e-02
    2.6456     6.2307      8.6000e-05           2.0365e-01      1.1229e-02
    2.6591     6.0020      1.1700e-04           2.0110e-01      1.6464e-02
    2.6726     5.7605      4.2000e-05           1.9981e-01      6.4159e-03
    2.6862     5.5602      7.5000e-05           1.9638e-01      1.2297e-02
    2.6997     5.3508      7.1000e-05           1.9385e-01      1.2570e-02
    2.7133     5.1318      8.9000e-05           1.9134e-01      1.7131e-02
    2.7268     4.9030      6.7000e-05           1.8999e-01      1.4128e-02
    2.7404     4.6639      6.9000e-05           1.8889e-01      1.6080e-02
    2.7539     4.4145      8.9000e-05           1.8924e-01      2.3150e-02
    2.7675     4.1546      1.1500e-04           1.9021e-01      3.3773e-02
    2.7810     3.8842      8.4000e-05           1.9313e-01      2.8223e-02
    2.7945     3.6035      9.0000e-05           1.9746e-01      3.5134e-02
    2.8081     3.3126      7.9000e-05           2.0462e-01      3.6494e-02
    2.8216     3.0120      6.1000e-05           2.1438e-01      3.4084e-02
    2.8352     2.7022      6.1000e-05           2.2891e-01      4.2347e-02
    2.8487     2.3837      8.3000e-05           2.4902e-01      7.4047e-02
    2.8623     2.0573      3.9000e-05           2.7899e-01      4.6709e-02
    2.8758     1.7238      3.5000e-05           3.2299e-01      5.9707e-02
    2.8893     1.3839      3.5000e-05           3.9397e-01      9.2638e-02
    2.9029     1.0386      3.5000e-05           5.1682e-01      1.6448e-01
    2.9164     0.6885      2.8000e-05           7.7705e-01      2.9942e-01
    2.9300     0.3354      0.0000e+00           0.0000e+00      0.0000e+00
    2.9435     0.0000      0.0000e+00           0.0000e+00      0.0000e+00
    2.9760     0.6548      4.7000e-05           8.9702e-01      5.5566e-01
    3.0085     1.3058      3.5000e-05           4.6903e-01      1.0405e-01
    3.0409     1.9534      2.7000e-05           3.3439e-01      3.5868e-02
    3.0734     2.5955      1.6000e-05           2.7783e-01      1.2039e-02
    3.1059     3.2303      2.0000e-05           2.4880e-01      9.7157e-03
    3.1384     3.8561      8.0000e-06           2.3620e-01      2.7272e-03
    3.1708     4.4714      2.2000e-05           2.3020e-01      5.5778e-03
    3.2033     5.0747      6.0000e-06           2.3025e-01      1.1810e-03
    3.2358     5.6648      1.8000e-05           2.3209e-01      2.8434e-03
    3.2683     6.2403      1.7000e-05           2.3697e-01      2.2129e-03
    3.3007     6.8000      2.1000e-05           2.4212e-01      2.3021e-03
    3.3332     7.3427      1.0000e-05           2.4907e-01      9.4020e-04
    3.3657     7.8672      2.0000e-05           2.5598e-01      1.6380e-03
    3.3981     8.3723      3.5000e-05           2.6415e-01      2.5311e-03
    3.4306     8.8566      6.4000e-05           2.7211e-01      4.1360e-03
    3.4631     9.3191      1.4600e-04           2.8149e-01      8.5219e-03
    3.4956     9.7582      1.1200e-04           2.9040e-01      5.9622e-03
    3.5280    10.1727      7.9600e-04           3.0142e-01      3.8992e-02
    3.5605    10.5612      1.9500e-04           3.1200e-01      8.8621e-03
    3.5930    10.9225      1.2120e-03           3.2480e-01      5.1498e-02
    3.6255    11.2554      3.0000e-04           3.3787e-01      1.2004e-02
    3.6579    11.5590      7.2600e-04           3.5331e-01      2.7544e-02
    3.6904    11.8327      2.3500e-04           3.6814e-01      8.5081e-03
    3.7229    12.0761      2.7800e-04           3.8537e-01      9.6632e-03
    3.7554    12.2895      1.1800e-04           4.0142e-01      3.9604e-03
    3.7878    12.4733      4.7000e-05           4.1978e-01      1.5313e-03
    3.8203    12.6285      6.1000e-05           4.3554e-01      1.9389e-03
    3.8528    12.7559      1.2000e-05           4.5349e-01      3.7384e-04
    3.8852    12.8566      3.9000e-05           4.6719e-01      1.1960e-03
    3.9177    12.9315      4.4000e-05           4.8181e-01      1.3338e-03
    3.9502    12.9811      8.0000e-05           4.9111e-01      2.4066e-03
    3.9827    13.0052      4.6000e-05           5.0361e-01      1.3786e-03
    4.0151    13.0052      3.0900e-04           5.1452e-01      9.2609e-03
    4.0476    12.9885      6.0000e-05           5.1817e-01      1.8029e-03
    4.0801    12.9480      6.0000e-05           5.1425e-01      1.8142e-03
    4.1126    12.8824      7.0000e-06           5.1597e-01      2.1381e-04
    4.1450    12.7965      1.5300e-04           5.1355e-01      4.7363e-03
    4.1775    12.6960      1.7600e-04           5.1320e-01      5.5349e-03
    4.2100    12.5889      1.3800e-04           5.0951e-01      4.4140e-03
    4.2424    12.4851      4.4000e-05           5.0831e-01      1.4309e-03

    0.0000     0.0000      0.0000e+00           0.0000e+00      0.0000e+00
    0.0250     0.8207      1.0100e-04           6.6687e-01      7.6012e-01
    0.0499     1.6346      1.5100e-04           3.4997e-01      2.8647e-01
    0.0749     2.4466      2.1800e-04           2.5326e-01      1.8461e-01
    0.0998     3.2542      4.0600e-04           2.1159e-01      1.9434e-01
    0.1248     4.0558      2.6700e-04           1.9118e-01      8.2279e-02
    0.1498     4.8497      2.5200e-04           1.8191e-01      5.4313e-02
    0.1747     5.6342      2.7600e-04           1.7847e-01      4.4073e-02
    0.1997     6.4075      4.7900e-04           1.7906e-01      5.9141e-02
    0.2246     7.1677      6.3600e-04           1.8183e-01      6.2752e-02
    0.2496     7.9128      8.2600e-04           1.8680e-01      6.6873e-02
    0.2746     8.6405      5.7900e-04           1.9380e-01      3.9313e-02
    0.2995     9.3479      4.6100e-04           2.0189e-01      2.6743e-02
    0.3245    10.0315      3.7000e-04           2.1238e-01      1.8638e-02
    0.3494    10.6862      1.4230e-03           2.2496e-01      6.3167e-02
    0.3744    11.3044      1.5110e-03           2.4109e-01      5.9938e-02
    0.3993    11.8737      6.0700e-04           2.6224e-01      2.1825e-02
    0.4243    12.3720      1.3470e-03           2.9045e-01      4.4609e-02
    0.4493    12.7626      8.3800e-04           3.2652e-01      2.6079e-02
    0.4742    13.0032      1.1220e-03           3.6304e-01      3.3637e-02
    0.4992    13.0852      1.3830e-03           3.8874e-01      4.0944e-02
    0.5241    13.0496      8.1000e-04           4.0227e-01      2.4111e-02
    0.5491    12.9468      1.3600e-03           4.1173e-01      4.1129e-02
    0.5741    12.8110      1.6000e-04           4.1730e-01      4.9418e-03
    0.5990    13.1594      1.6600e-04           1.7282e-01      4.8592e-03
    0.6240    13.5970      6.6000e-05           1.7984e-01      1.8096e-03
    0.6489    14.0266      1.3500e-04           1.8724e-01      3.4782e-03
    0.6739    14.4481      8.8000e-05           1.9507e-01      2.1369e-03
    0.6989    14.8611      1.1400e-04           2.0342e-01      2.6166e-03
    0.7238    15.2648      1.7100e-04           2.1200e-01      3.7200e-03
    0.7488    15.6579      3.3500e-04           2.2135e-01      6.9264e-03
    0.7737    16.0386      1.6100e-04           2.3091e-01      3.1727e-03
    0.7987    16.4048      5.8000e-05           2.4101e-01      1.0925e-03
    0.8237    16.7538      1.0300e-04           2.5223e-01      1.8601e-03
    0.8486    17.0824      1.7900e-04           2.6326e-01      3.1095e-03
    0.8736    17.3871      1.8700e-04           2.7474e-01      3.1356e-03
    0.8985    17.6333      1.9000e-05           4.3135e-01      3.0975e-04
    0.9235    17.5244      1.5200e-04           4.2592e-01      2.5089e-03
    0.9484    17.3966      2.8000e-05           4.1886e-01      4.6899e-04
    0.9734    17.2494      8.6000e-05           4.1076e-01      1.4651e-03
    0.9984    17.0822      4.9000e-05           4.0189e-01      8.5121e-04
    1.0078    17.0589      1.7800e-04           4.0075e-01      3.1006e-03
    1.0172    17.0328      1.7500e-04           3.9919e-01      3.0577e-03
    1.0266    17.0039      1.2900e-04           3.9761e-01      2.2616e-03
    1.0360    16.9720      2.9500e-04           3.9567e-01      5.1914e-03
    1.0454    16.9372      3.6800e-04           3.9371e-01      6.5027e-03
    1.0548    16.8995      1.8200e-04           3.9122e-01      3.2304e-03
    1.0643    16.8588      3.4000e-05           3.8901e-01      6.0640e-04
    1.0737    16.8153      6.0000e-05           3.8636e-01      1.0757e-03
    1.0831    16.7689      9.0000e-05           3.8385e-01      1.6224e-03
    1.0925    16.7197      4.8000e-05           3.8108e-01      8.7039e-04
    1.1019    16.6678      6.9000e-05           3.7842e-01      1.2590e-03
    1.1113    16.6131      7.7000e-05           3.7559e-01      1.4142e-03
    1.1207    16.5559      3.6000e-05           3.7309e-01      6.6577e-04
    1.1302    16.4962      2.1000e-05           3.7030e-01      3.9118e-04
    1.1396    16.4342      7.0000e-05           3.6706e-01      1.3138e-03
    1.1490    16.3699      2.8000e-05           3.6415e-01      5.2966e-04
    1.1584    16.3034      4.5000e-05           3.6160e-01      8.5820e-04
    1.1678    16.2351      6.0000e-05           3.5890e-01      1.1539e-03
    1.1772    16.1649      7.1000e-05           3.5644e-01      1.3773e-03
    1.1866    16.0931      2.8000e-05           3.5399e-01      5.4804e-04
    1.1960    16.0200      3.0000e-05           3.5155e-01      5.9255e-04
    1.2055    15.9457      7.0000e-06           3.4938e-01      1.3955e-04
    1.2149    15.8708      1.0500e-04           3.4726e-01      2.1131e-03
    1.2243    15.7957      6.8000e-05           3.4535e-01      1.3815e-03
    1.2337    15.7210      4.8000e-05           3.4314e-01      9.8449e-04
    1.2431    15.6481      1.1000e-05           3.4114e-01      2.2772e-04
    1.2525    15.5790      9.0000e-06           3.3947e-01      1.8797e-04
    1.2619    15.5178      5.5000e-05           3.3757e-01      1.1578e-03
    1.2714    15.4725      8.5000e-05           3.3638e-01      1.7998e-03
    1.2808    15.4550      9.0000e-05           3.3575e-01      1.9100e-03
    1.2878    15.4650      9.0000e-06           3.3607e-01      1.9075e-04
    1.2949    15.4925      1.1000e-05           3.3682e-01      2.3232e-04
    1.3020    15.5320      5.2000e-05           3.3802e-01      1.0926e-03
    1.3090    15.5790      9.0000e-06           3.3947e-01      1.8797e-04
    1.3161    15.6303      1.7000e-05           3.4071e-01      3.5273e-04
    1.3231    15.6842      1.2000e-05           3.4219e-01      2.4728e-04
    1.3302    15.7396      6.8000e-05           3.4370e-01      1.3914e-03
    1.3373    15.7957      6.8000e-05           3.4535e-01      1.3815e-03
    1.3443    15.8520      1.0000e-04           3.4668e-01      2.0173e-03
    1.3514    15.9083      3.9000e-05           3.4813e-01      7.8117e-04
    1.3584    15.9644      5.0000e-06           3.4988e-01      9.9448e-05
    1.3655    16.0200      3.0000e-05           3.5155e-01      5.9255e-04
    1.3726    16.0749      2.5000e-05           3.5333e-01      4.9043e-04
    1.3796    16.1292      2.0000e-05           3.5530e-01      3.8970e-04
    1.3867    16.1826      1.2200e-04           3.5696e-01      2.3615e-03
    1.3937    16.2351      6.0000e-05           3.5890e-01      1.1539e-03
    1.4008    16.2865      3.5000e-05           3.6082e-01      6.6887e-04
    1.4079    16.3369      3.6000e-05           3.6290e-01      6.8374e-04
    1.4149    16.3862      1.0000e-05           3.6481e-01      1.8879e-04
    1.4220    16.4342      7.0000e-05           3.6706e-01      1.3138e-03
    1.4290    16.4810      5.0000e-05           3.6944e-01      9.3311e-04
    1.4361    16.5264      6.9000e-05           3.7179e-01      1.2806e-03
    1.4432    16.5705      3.3000e-05           3.7383e-01      6.0922e-04
    1.4502    16.6131      7.7000e-05           3.7559e-01      1.4142e-03
    1.4573    16.6544      5.8000e-05           3.7785e-01      1.0600e-03
    1.4643    16.6941      9.2000e-05           3.7962e-01      1.6734e-03
    1.4714    16.7323      6.1000e-05           3.8155e-01      1.1045e-03
    1.4785    16.7689      9.0000e-05           3.8385e-01      1.6224e-03
    1.4855    16.8040      5.7000e-05           3.8562e-01      1.0232e-03
    1.4926    16.8374      2.4000e-05           3.8784e-01      4.2913e-04
    1.4996    16.8693      1.3000e-04           3.8945e-01      2.3157e-03
    1.5067    16.8995      1.8200e-04           3.9122e-01      3.2304e-03
    1.5138    16.9280      2.9000e-04           3.9308e-01      5.1300e-03
    1.5208    16.9550      2.6000e-04           3.9464e-01      4.5847e-03
    1.5279    16.9802      2.7400e-04           3.9608e-01      4.8172e-03
    1.5349    17.0039      1.2900e-04           3.9761e-01      2.2616e-03
    1.5420    17.0258      3.8800e-04           3.9881e-01      6.7850e-03
    1.5491    17.0462      1.6900e-04           4.0000e-01      2.9482e-03
    1.5561    17.0650      9.5000e-05           4.0100e-01      1.6536e-03
    1.5632    17.0822      4.9000e-05           4.0189e-01      8.5121e-04
    1.5841    17.2510      3.0800e-04           4.1109e-01      5.2463e-03
    1.6051    17.4041      7.6000e-05           4.1978e-01      1.2719e-03
    1.6261    17.5407      1.0800e-04           4.2803e-01      1.7793e-03
    1.6470    17.6605      2.8600e-04           4.3596e-01      4.6483e-03
    1.6680    17.4657      3.8000e-05           2.8834e-01      6.3145e-04
    1.6890    17.1976      2.2800e-04           2.8091e-01      3.9078e-03
    1.7099    16.9108      4.1700e-04           2.7424e-01      7.3916e-03
    1.7309    16.6079      5.2800e-04           2.6793e-01      9.7036e-03
    1.7519    16.2912      4.4100e-04           2.6248e-01      8.4229e-03
    1.7728    15.9625      4.2100e-04           2.5770e-01      8.3755e-03
    1.7938    15.6239      1.7100e-04           2.5329e-01      3.5510e-03
    1.8148    15.2771      1.5500e-04           2.4962e-01      3.3665e-03
    1.8357    14.9237      1.3300e-04           2.4623e-01      3.0271e-03
    1.8567    14.5653      1.3400e-04           2.4333e-01      3.2018e-03
    1.8777    14.2035      2.7400e-04           2.4077e-01      6.8848e-03
    1.8986    13.8397      2.9700e-04           2.3936e-01      7.8602e-03
    1.9196    13.4754      3.5800e-04           2.3790e-01      9.9938e-03
    1.9405    13.1119      2.0100e-04           2.3764e-01      5.9265e-03
    1.9615    12.7506      1.3800e-04           2.3702e-01      4.3028e-03
    1.9825    12.3929      4.1000e-05           2.3713e-01      1.3532e-03
    2.0034    12.0402      1.8100e-04           2.3763e-01      6.3291e-03
    2.0244    11.6936      1.8800e-04           2.3875e-01      6.9693e-03
    2.0454    11.3546      3.2000e-05           2.4024e-01      1.2582e-03
    2.0663    11.0245      6.7000e-05           2.4215e-01      2.7944e-03
    2.0873    10.9677      6.5000e-05           2.5869e-01      2.7391e-03
    2.1083    11.0782      1.0400e-04           2.4906e-01      4.2956e-03
    2.1292    11.2071      9.1000e-05           2.4066e-01      3.6727e-03
