            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            1.101900            16.667800          5.60000e-05          1.02180e-03
            1.111300            16.613100          7.20000e-05          1.32240e-03
            1.120700            16.555900          1.07000e-04          1.97883e-03
            1.130200            16.496200          1.05000e-04          1.95592e-03
            1.139600            16.434200          7.50000e-05          1.40770e-03
            1.149000            16.369900          1.12000e-04          2.11864e-03
            1.158400            16.303400          1.11000e-04          2.11690e-03
            1.167800            16.235100          9.70000e-05          1.86550e-03
            1.177200            16.164900          9.40000e-05          1.82360e-03
            1.186600            16.093100          1.19000e-04          2.32916e-03
            1.196000            16.020000          8.00000e-05          1.58015e-03
            1.205500            15.945700          1.16000e-04          2.31265e-03
            1.214900            15.870800          7.70000e-05          1.54960e-03
            1.224300            15.795700          1.42000e-04          2.88500e-03
            1.233700            15.721000          8.00000e-05          1.64081e-03
            1.243100            15.648100          6.50000e-05          1.34558e-03
            1.252500            15.579000          6.30000e-05          1.31583e-03
            1.261900            15.517800          5.60000e-05          1.17880e-03
            1.271400            15.472500         -2.00000e-06         -4.23000e-05
            1.280800            15.455000          3.00000e-05          6.36700e-04
            1.287800            15.465000          7.80000e-05          1.65325e-03
            1.294900            15.492500          6.70000e-05          1.41498e-03
            1.302000            15.532000          7.00000e-05          1.47090e-03
